Date,DayOfWeek,Month,Population,Events,HistoricalBloodUsage,HospitalAdmissions,BloodDonorsAvailable,Temperature,PredictedBloodDemand
2021-03-09,1,3,144297,1,145,99,121,21.23009426478218,225
2021-03-10,2,3,75351,0,291,49,89,23.54664004405876,288
2021-03-11,3,3,138668,0,270,56,142,19.2065111084501,212
2021-03-12,4,3,164585,0,287,67,53,29.54128331682517,287
2021-03-13,5,3,196377,0,143,94,120,39.38626310337378,173
2021-03-14,6,3,125353,0,131,83,123,34.03647083590397,109
2021-03-15,0,3,115953,0,62,53,59,25.584668726686544,81
2021-03-16,1,3,107458,0,220,76,38,15.112612024507216,233
2021-03-17,2,3,70358,1,262,92,86,22.83190027845447,393
2021-03-18,3,3,53267,0,143,86,101,28.168982192305382,189
2021-03-19,4,3,132745,0,198,84,83,23.106271846299265,222
2021-03-20,5,3,139588,0,161,89,102,17.77587307559649,174
2021-03-21,6,3,88513,0,104,91,66,26.069123921547366,153
2021-03-22,0,3,61338,0,130,59,25,21.331320424142906,170
2021-03-23,1,3,181484,0,217,51,35,37.730809411537535,246
2021-03-24,2,3,57543,0,260,58,58,17.543863212525395,266
2021-03-25,3,3,155891,0,165,70,132,16.228815718117758,85
2021-03-26,4,3,110692,0,192,71,90,15.132854228871551,219
2021-03-27,5,3,94425,0,250,94,129,23.201742112141446,258
2021-03-28,6,3,88756,0,229,60,74,31.509670955022216,273
2021-03-29,0,3,68888,0,251,59,148,33.26034382204482,225
2021-03-30,1,3,97295,0,157,47,68,26.331542084543077,140
2021-03-31,2,3,164352,0,272,46,40,32.10821626138167,268
2021-04-01,3,4,133042,0,102,67,56,23.997850905384084,139
2021-04-02,4,4,135999,0,264,43,135,31.69515549966542,178
2021-04-03,5,4,67955,0,177,85,43,16.014899632559334,216
2021-04-04,6,4,87841,0,229,51,74,24.768824614175102,217
2021-04-05,0,4,120640,0,207,96,44,34.77124194082948,278
2021-04-06,1,4,188429,0,210,85,146,35.07515076147503,178
2021-04-07,2,4,111476,1,106,48,112,32.903719471892366,156
2021-04-08,3,4,94811,0,101,86,113,20.10596551424661,141
2021-04-09,4,4,121180,0,186,73,90,21.180127973265833,179
2021-04-10,5,4,162856,0,231,64,141,39.90221818161281,195
2021-04-11,6,4,118450,0,160,30,43,17.584450180048997,150
2021-04-12,0,4,161888,0,50,81,30,19.516567472560233,126
2021-04-13,1,4,160448,0,93,99,92,18.250656391253315,163
2021-04-14,2,4,64397,0,276,66,31,23.191374092090392,325
2021-04-15,3,4,181800,0,124,94,54,20.254395880848083,154
2021-04-16,4,4,169180,0,147,80,42,27.4421989886943,193
2021-04-17,5,4,116234,0,257,30,102,26.900517672002998,176
2021-04-18,6,4,89954,0,58,50,107,37.537640486282584,51
2021-04-19,0,4,129459,0,81,82,99,15.868498686119537,59
2021-04-20,1,4,197851,0,64,45,116,22.996989416694085,50
2021-04-21,2,4,109163,0,189,90,53,29.916447299927256,229
2021-04-22,3,4,101934,0,274,83,94,30.120044046099096,314
2021-04-23,4,4,104098,0,286,69,147,27.003155725355228,289
2021-04-24,5,4,55486,0,255,55,50,35.391638520365845,261
2021-04-25,6,4,189407,0,298,94,149,16.56805428536147,282
2021-04-26,0,4,136900,0,234,93,122,35.38719413950339,225
2021-04-27,1,4,176020,0,185,72,34,27.36885601089259,224
2021-04-28,2,4,152795,0,121,46,76,18.344017376925056,93
2021-04-29,3,4,192202,0,204,88,94,37.142547838511945,256
2021-04-30,4,4,137508,0,239,52,53,31.230719488524088,239
2021-05-01,5,5,168324,0,61,36,122,19.08864217060348,50
2021-05-02,6,5,110566,0,114,73,94,15.841243084975666,100
2021-05-03,0,5,77192,0,156,82,48,18.527741208316233,212
2021-05-04,1,5,51062,0,281,63,35,30.21994900450984,315
2021-05-05,2,5,134076,0,91,75,96,19.48240588150121,104
2021-05-06,3,5,139780,0,239,97,56,20.644076871875704,319
2021-05-07,4,5,71689,0,164,45,100,15.628493143907855,152
2021-05-08,5,5,61174,0,188,48,143,33.07326680596509,172
2021-05-09,6,5,138461,0,152,31,38,35.25910999398593,159
2021-05-10,0,5,176174,0,220,39,121,34.92120441930308,169
2021-05-11,1,5,153033,0,144,79,96,18.189203784107107,147
2021-05-12,2,5,59348,0,66,41,60,37.58252818471898,63
2021-05-13,3,5,88102,0,274,99,80,31.806970736852,292
2021-05-14,4,5,124460,0,209,51,45,37.43821555942161,225
2021-05-15,5,5,152634,0,299,61,90,26.17901261326659,300
2021-05-16,6,5,139930,0,270,30,122,25.923871527092444,223
2021-05-17,0,5,56801,0,262,83,89,34.613412967122386,285
2021-05-18,1,5,153150,0,134,87,126,17.332446386918587,82
2021-05-19,2,5,51542,0,217,99,126,28.021850915872143,284
2021-05-20,3,5,71677,0,200,47,122,35.90960589078064,179
2021-05-21,4,5,89081,0,105,35,38,35.75481407673928,107
2021-05-22,5,5,143105,0,183,74,87,38.90332140855922,163
2021-05-23,6,5,69065,0,135,52,89,32.45681483826366,114
2021-05-24,0,5,138092,0,227,52,132,20.19426573599321,200
2021-05-25,1,5,104693,0,151,55,76,15.50700787236452,152
2021-05-26,2,5,76962,0,214,36,80,26.98539496567755,154
2021-05-27,3,5,78295,0,286,73,111,27.84259664056389,269
2021-05-28,4,5,63807,0,241,56,49,21.006564612473287,268
2021-05-29,5,5,182396,0,292,55,146,18.11743617809008,221
2021-05-30,6,5,141267,0,103,65,134,29.655204154762725,55
2021-05-31,0,5,69870,1,249,84,25,34.10639185060353,375
2021-06-01,1,6,76790,0,282,93,37,39.828852589754014,311
2021-06-02,2,6,168874,0,226,86,29,33.95756543026296,283
2021-06-03,3,6,75289,0,276,98,111,34.840810356389525,306
2021-06-04,4,6,65485,0,164,90,96,30.411521955719937,199
2021-06-05,5,6,94482,1,188,31,120,39.64806647425044,242
2021-06-06,6,6,136188,0,137,84,103,30.99890962786426,131
2021-06-07,0,6,54748,0,98,67,71,36.50633215999261,106
2021-06-08,1,6,190507,0,198,58,50,38.64461615602389,205
2021-06-09,2,6,53709,0,164,55,129,38.24646251251403,130
2021-06-10,3,6,173961,1,243,64,112,24.535383594583912,264
2021-06-11,4,6,80355,1,112,96,72,16.96655145785647,246
2021-06-12,5,6,194188,0,153,58,105,19.29684256348117,122
2021-06-13,6,6,92918,0,132,63,21,16.480582634915187,184
2021-06-14,0,6,102224,0,152,70,105,17.6349233707285,163
2021-06-15,1,6,89298,0,205,70,23,19.61628114734244,277
2021-06-16,2,6,130219,0,66,52,25,23.527357914685044,113
2021-06-17,3,6,111629,0,55,32,137,28.588491164376897,50
2021-06-18,4,6,116040,0,196,87,108,32.792051483877145,223
2021-06-19,5,6,78016,0,233,61,33,20.2731834026628,272
2021-06-20,6,6,73960,1,279,60,75,31.813060105953483,375
2021-06-21,0,6,83591,0,77,72,100,32.60647686256049,50
2021-06-22,1,6,153333,0,243,36,65,28.965558421654734,246
2021-06-23,2,6,164821,0,87,30,35,37.590446744967764,80
2021-06-24,3,6,86395,0,168,90,139,17.774870348045265,173
2021-06-25,4,6,179695,0,86,43,103,19.428036440060488,58
2021-06-26,5,6,84620,1,164,81,27,25.71662060973712,287
2021-06-27,6,6,178148,0,293,35,107,18.167818380855973,258
2021-06-28,0,6,70559,0,117,39,38,29.157403593102188,134
2021-06-29,1,6,143396,0,263,59,116,24.960011665235612,253
2021-06-30,2,6,71732,0,267,50,85,22.11489486339796,251
2021-07-01,3,7,141362,0,226,89,98,19.249745325440934,238
2021-07-02,4,7,63843,0,92,92,105,23.383455958705255,108
2021-07-03,5,7,164065,0,213,71,143,30.19898377080855,182
2021-07-04,6,7,121726,0,107,80,65,29.39463027223529,147
2021-07-05,0,7,67640,0,62,93,132,19.090600005255844,64
2021-07-06,1,7,102528,0,101,85,110,18.122995268515837,146
2021-07-07,2,7,88413,0,107,70,52,15.666919065221814,155
2021-07-08,3,7,102638,0,81,61,96,15.310639844848307,50
2021-07-09,4,7,160133,0,258,44,140,36.99526089299213,152
2021-07-10,5,7,156357,0,154,91,147,16.127221400134747,169
2021-07-11,6,7,188186,0,277,56,97,33.280527746831154,283
2021-07-12,0,7,128859,0,296,57,86,36.799627406123925,326
2021-07-13,1,7,149657,0,237,93,134,17.45144621406144,201
2021-07-14,2,7,192047,0,287,88,82,25.90753559582544,309
2021-07-15,3,7,61023,0,132,87,132,39.05757457935692,119
2021-07-16,4,7,71447,0,235,31,113,35.85346651308963,175
2021-07-17,5,7,175899,0,148,65,67,27.242600796446375,178
2021-07-18,6,7,73959,0,287,42,31,34.06427781978882,309
2021-07-19,0,7,116203,0,153,44,59,35.834440610791596,142
2021-07-20,1,7,169156,0,233,89,104,23.700674079717984,222
2021-07-21,2,7,59337,0,77,51,76,37.303822921749024,73
2021-07-22,3,7,96427,0,178,92,106,26.76183299192892,183
2021-07-23,4,7,111529,0,219,54,103,28.19518408897075,191
2021-07-24,5,7,152023,0,259,77,140,39.992690945545775,236
2021-07-25,6,7,134665,0,97,72,93,36.08257415380403,76
2021-07-26,0,7,155787,0,89,67,126,24.0442501443245,50
2021-07-27,1,7,83307,1,146,70,143,15.258639911817498,112
2021-07-28,2,7,177016,0,240,74,119,30.65435184484737,218
2021-07-29,3,7,54835,0,253,69,62,32.597835653202694,273
2021-07-30,4,7,70159,0,249,46,138,31.270067253584493,192
2021-07-31,5,7,171790,0,265,86,42,39.19655877908033,312
2021-08-01,6,8,155616,0,257,31,56,36.57427568330361,221
2021-08-02,0,8,128752,0,163,91,84,26.220792329516215,221
2021-08-03,1,8,105284,0,181,38,41,16.571437186809526,200
2021-08-04,2,8,107043,0,215,97,124,26.90146923754992,191
2021-08-05,3,8,147007,0,285,46,107,32.23110049905058,276
2021-08-06,4,8,132844,0,204,79,144,30.192745205675116,181
2021-08-07,5,8,77532,0,186,69,98,28.453426692772123,173
2021-08-08,6,8,172402,0,160,87,109,26.720473950381034,176
2021-08-09,0,8,168012,0,193,50,70,22.344046825684657,184
2021-08-10,1,8,186785,0,233,47,121,21.93366904311573,197
2021-08-11,2,8,106178,0,125,84,125,27.50578697314505,103
2021-08-12,3,8,99407,0,80,58,79,19.015078660741224,99
2021-08-13,4,8,100990,0,265,53,65,23.51713558937004,275
2021-08-14,5,8,179473,0,168,46,55,23.099481867752488,172
2021-08-15,6,8,108141,0,191,47,30,29.678320039605023,211
2021-08-16,0,8,106570,0,286,71,31,16.667057509075615,349
2021-08-17,1,8,51015,0,74,74,58,35.74171700662738,131
2021-08-18,2,8,111813,0,83,46,55,29.059459509610054,92
2021-08-19,3,8,77712,0,116,43,71,31.770667019398385,131
2021-08-20,4,8,150497,0,299,78,50,32.57734759398582,367
2021-08-21,5,8,189487,0,201,58,52,22.287103421063414,244
2021-08-22,6,8,162816,0,167,33,77,26.759289184621665,171
2021-08-23,0,8,178778,0,283,49,147,38.90614889674168,222
2021-08-24,1,8,112292,0,122,76,50,34.16763094992037,150
2021-08-25,2,8,73833,0,75,38,74,39.23892188057963,61
2021-08-26,3,8,185230,0,197,56,29,33.65635862865721,235
2021-08-27,4,8,70309,1,241,44,149,19.390003492712935,249
2021-08-28,5,8,56970,0,153,48,34,16.613397096116906,155
2021-08-29,6,8,122474,0,59,81,22,29.44153591799159,99
2021-08-30,0,8,96540,1,260,55,62,23.945331992565237,324
2021-08-31,1,8,68017,0,116,55,86,21.886447753454256,135
2021-09-01,2,9,125880,0,201,55,75,35.18027491063543,187
2021-09-02,3,9,155570,0,54,75,82,24.174831677048683,93
2021-09-03,4,9,58702,1,244,78,34,22.925024243357598,387
2021-09-04,5,9,181456,0,235,82,128,36.24968982922526,184
2021-09-05,6,9,50404,0,76,32,135,36.1571834121615,50
2021-09-06,0,9,62763,0,257,95,111,23.909165943876417,280
2021-09-07,1,9,199456,0,162,71,66,35.81246752464915,165
2021-09-08,2,9,148142,0,64,48,76,36.26946225831651,56
2021-09-09,3,9,190932,0,212,46,69,25.598263375741656,202
2021-09-10,4,9,130642,0,253,62,90,16.66182825522929,273
2021-09-11,5,9,100612,0,154,78,101,15.039616111658503,123
2021-09-12,6,9,73574,0,230,85,135,28.082311572224874,206
2021-09-13,0,9,73524,0,93,92,124,23.60188733425889,50
2021-09-14,1,9,60916,0,75,32,107,39.92829735395915,50
2021-09-15,2,9,54809,0,224,78,21,34.3102749906821,274
2021-09-16,3,9,194528,0,211,84,123,34.031886408760315,202
2021-09-17,4,9,171288,0,264,55,103,38.88106920718359,221
2021-09-18,5,9,88765,0,144,81,62,37.19310994733302,206
2021-09-19,6,9,95106,0,227,36,90,22.95468698640972,198
2021-09-20,0,9,103932,0,133,75,113,19.14968054009691,129
2021-09-21,1,9,198172,0,189,75,61,33.64730662663706,183
2021-09-22,2,9,107091,0,264,45,84,24.456847342071825,255
2021-09-23,3,9,71949,0,181,53,53,26.82931629077391,213
2021-09-24,4,9,87744,0,136,90,139,30.759943281870672,128
2021-09-25,5,9,158319,0,225,83,20,37.69681692338102,315
2021-09-26,6,9,142193,0,232,91,149,25.47719384177415,215
2021-09-27,0,9,86187,1,161,30,80,34.582922255484036,221
2021-09-28,1,9,188311,0,178,78,107,21.708494781866435,169
2021-09-29,2,9,174454,0,295,54,87,32.449294773090344,304
2021-09-30,3,9,64489,0,138,39,146,15.039485526947797,71
2021-10-01,4,10,111877,0,115,45,41,36.78768033726587,126
2021-10-02,5,10,99922,0,207,87,101,15.759489498861562,201
2021-10-03,6,10,144074,0,180,58,148,32.81884386906461,88
2021-10-04,0,10,87131,0,171,35,49,16.156454731532097,159
2021-10-05,1,10,165765,0,198,45,145,21.656142484850086,119
2021-10-06,2,10,123963,0,266,49,116,27.430060088913827,218
2021-10-07,3,10,156884,0,133,72,43,25.498467133705955,171
2021-10-08,4,10,175917,0,226,55,33,19.795902865025266,265
2021-10-09,5,10,74285,0,165,62,55,23.345372792730934,197
2021-10-10,6,10,87626,0,263,55,43,33.19265925152418,270
2021-10-11,0,10,69198,0,262,74,114,31.731427314491206,248
2021-10-12,1,10,65254,0,239,92,74,16.795364594097894,302
2021-10-13,2,10,94238,0,274,96,43,33.682895639322155,348
2021-10-14,3,10,51252,0,165,81,45,16.326147029925707,213
2021-10-15,4,10,89764,1,87,97,99,28.573159727494613,165
2021-10-16,5,10,127709,0,192,55,84,21.501568701054765,198
2021-10-17,6,10,103682,0,299,31,94,29.692253188995473,280
2021-10-18,0,10,109494,0,299,43,62,21.533209898522546,297
2021-10-19,1,10,131317,0,159,59,48,39.62394924064577,193
2021-10-20,2,10,115215,0,229,78,100,22.743204593188295,179
2021-10-21,3,10,128587,0,256,41,73,21.0490158918624,244
2021-10-22,4,10,56949,0,95,73,58,21.961632272883648,125
2021-10-23,5,10,105393,0,74,62,61,37.41182143148238,94
2021-10-24,6,10,188013,0,70,42,48,30.905470716733618,75
2021-10-25,0,10,75934,0,265,55,61,33.26710243551941,274
2021-10-26,1,10,125745,0,170,50,113,37.95026275235876,118
2021-10-27,2,10,144456,0,171,57,51,37.796812121125186,184
2021-10-28,3,10,103413,0,182,77,45,33.47364616446819,219
2021-10-29,4,10,147239,0,119,69,134,19.945610721033074,68
2021-10-30,5,10,92318,0,162,95,148,36.084333016875135,196
2021-10-31,6,10,120390,0,156,52,75,20.094400854776595,142
2021-11-01,0,11,93088,0,161,77,141,33.5724703524608,124
2021-11-02,1,11,153196,1,157,31,125,32.140076663621855,210
2021-11-03,2,11,105479,0,96,49,149,33.972221253511165,67
2021-11-04,3,11,69963,0,264,88,100,28.31714201784539,261
2021-11-05,4,11,105123,0,245,75,139,30.96815455623049,252
2021-11-06,5,11,175911,1,140,32,71,38.83300201085638,173
2021-11-07,6,11,152468,0,67,84,110,17.52721485435537,58
2021-11-08,0,11,123477,0,198,41,41,22.7211818695405,206
2021-11-09,1,11,64388,0,269,69,53,30.28392532745956,334
2021-11-10,2,11,55569,0,276,95,129,39.10135325328723,285
2021-11-11,3,11,119836,0,263,45,68,17.38936119156503,241
2021-11-12,4,11,154573,0,153,63,148,15.56373053825216,68
2021-11-13,5,11,193087,0,200,73,92,16.3937399617582,199
2021-11-14,6,11,95002,0,241,35,103,16.31014216152997,234
2021-11-15,0,11,187326,0,244,93,72,37.695396444435104,301
2021-11-16,1,11,198216,0,89,51,119,33.031447698345616,50
2021-11-17,2,11,187162,0,291,47,143,31.92765915490696,240
2021-11-18,3,11,192709,0,187,41,64,28.064320506545236,138
2021-11-19,4,11,74071,0,138,81,124,34.5488154243038,125
2021-11-20,5,11,108243,0,229,80,125,18.89119981903977,179
2021-11-21,6,11,175827,0,290,77,62,24.798529744710933,311
2021-11-22,0,11,158215,0,249,48,67,27.25010626910859,238
2021-11-23,1,11,151570,0,296,35,145,17.760237441918157,205
2021-11-24,2,11,119724,0,252,56,26,25.487842733437923,281
2021-11-25,3,11,165359,0,110,82,35,22.912544481565508,172
2021-11-26,4,11,125697,0,241,77,148,15.889553644836566,201
2021-11-27,5,11,78732,0,54,36,134,18.41838506823088,50
2021-11-28,6,11,171465,0,171,88,56,34.10092057918679,209
2021-11-29,0,11,192386,0,286,98,144,15.450947737616112,288
2021-11-30,1,11,107108,0,230,40,100,38.356332477409026,182
2021-12-01,2,12,161195,0,104,44,81,17.160615811180936,71
2021-12-02,3,12,153081,0,86,93,91,34.98095235508646,110
2021-12-03,4,12,86668,0,105,32,144,37.46541352358677,50
2021-12-04,5,12,73061,0,236,98,85,38.52838962126118,281
2021-12-05,6,12,129252,0,286,52,49,36.686925587399315,320
2021-12-06,0,12,89749,0,151,82,39,22.18875098563608,194
2021-12-07,1,12,180560,0,142,66,101,23.327178283461926,129
2021-12-08,2,12,154680,0,246,38,126,25.663642465251897,221
2021-12-09,3,12,197979,0,122,44,56,18.48241723517752,137
2021-12-10,4,12,199849,0,108,32,96,15.556811376680596,50
2021-12-11,5,12,101745,0,289,99,108,36.72804035702586,364
2021-12-12,6,12,158464,0,51,46,107,28.85321790526141,50
2021-12-13,0,12,141865,0,242,55,52,30.218073554455408,253
2021-12-14,1,12,162428,0,153,50,77,38.17471187044488,129
2021-12-15,2,12,73624,0,237,50,47,31.628004452840393,277
2021-12-16,3,12,73321,0,100,40,54,32.27133760849534,103
2021-12-17,4,12,191560,0,79,67,144,34.67421621091856,50
2021-12-18,5,12,72574,0,60,64,84,17.908711246435093,50
2021-12-19,6,12,186312,0,269,43,61,24.004053830344787,269
2021-12-20,0,12,191550,0,157,43,104,39.205198192584156,130
2021-12-21,1,12,168831,0,125,39,130,38.073251952515164,51
2021-12-22,2,12,185504,0,216,41,34,37.101882407754616,257
2021-12-23,3,12,145257,0,139,67,88,26.30221275847431,165
2021-12-24,4,12,114291,0,254,63,124,36.42982383967014,217
2021-12-25,5,12,177600,1,172,70,83,16.20989704864414,218
2021-12-26,6,12,100428,0,249,39,60,18.712935606427937,256
2021-12-27,0,12,181374,0,240,46,90,25.349192462101353,220
2021-12-28,1,12,181127,0,241,46,75,27.08480166705316,232
2021-12-29,2,12,161317,0,238,96,44,21.58767883802142,297
2021-12-30,3,12,189789,0,174,91,124,23.911916771194687,169
2021-12-31,4,12,177449,0,231,30,138,19.069402525634217,128
2022-01-01,5,1,78699,0,269,41,28,27.22835079289768,278
2022-01-02,6,1,123686,0,171,33,79,34.84608232169653,143
2022-01-03,0,1,117661,0,143,71,144,31.534009841532644,75
2022-01-04,1,1,94247,0,250,42,68,17.694806184138532,212
2022-01-05,2,1,197820,0,152,33,70,27.1895400849179,142
2022-01-06,3,1,155113,0,272,98,89,32.441159569493124,314
2022-01-07,4,1,54621,0,235,48,56,28.24738241384853,221
2022-01-08,5,1,196106,0,262,31,50,24.791889913388722,256
2022-01-09,6,1,186198,0,233,41,81,30.547860532096955,208
2022-01-10,0,1,186194,0,288,35,112,39.21596663250689,264
2022-01-11,1,1,68030,0,211,37,33,17.37269774415195,249
2022-01-12,2,1,132838,0,296,80,98,24.750401518689017,320
2022-01-13,3,1,134717,0,80,40,27,25.16514632615239,119
2022-01-14,4,1,88638,0,101,92,55,29.424182761709275,165
2022-01-15,5,1,117067,0,138,86,67,18.80436504704795,127
2022-01-16,6,1,168033,0,125,41,104,19.416075746761738,112
2022-01-17,0,1,155977,0,178,31,47,22.134034649946365,155
2022-01-18,1,1,138869,0,232,37,70,38.89675108171299,221
2022-01-19,2,1,155186,0,71,40,123,33.352714530772566,50
2022-01-20,3,1,84674,0,89,82,120,31.54233254228758,117
2022-01-21,4,1,96271,0,150,39,48,35.42394218485656,157
2022-01-22,5,1,123688,0,160,37,146,18.189411722917324,106
2022-01-23,6,1,161076,0,178,65,101,36.48332049309379,167
2022-01-24,0,1,191339,0,114,43,29,29.870817847187602,166
2022-01-25,1,1,51062,0,298,83,125,23.383225186473386,330
2022-01-26,2,1,100448,0,240,50,20,35.39638139364226,287
2022-01-27,3,1,145462,1,283,79,58,35.0641133587156,362
2022-01-28,4,1,187301,0,231,68,40,36.14271454291818,267
2022-01-29,5,1,97915,0,219,49,84,17.887947502674553,198
2022-01-30,6,1,54632,0,198,36,34,39.2340311248944,185
2022-01-31,0,1,154592,0,128,38,80,38.99065384474328,112
2022-02-01,1,2,184668,0,258,30,106,23.93674113754354,209
2022-02-02,2,2,159779,0,71,55,124,16.647350455297993,50
2022-02-03,3,2,187240,0,215,67,53,19.176391736719644,277
2022-02-04,4,2,158099,0,148,67,143,39.82077063611743,105
2022-02-05,5,2,57561,0,286,90,129,29.075323579291577,305
2022-02-06,6,2,132152,0,257,73,52,23.9155449706513,275
2022-02-07,0,2,175036,0,57,73,117,22.20506734625097,50
2022-02-08,1,2,174049,0,239,91,80,21.42479338277369,287
2022-02-09,2,2,76734,0,224,35,29,31.60381912636205,227
2022-02-10,3,2,187443,0,66,46,103,25.48469578799215,53
2022-02-11,4,2,76069,0,66,80,84,39.13526748421529,50
2022-02-12,5,2,62910,0,295,67,96,32.096075766134035,251
2022-02-13,6,2,123479,0,139,53,20,34.801114776224026,188
2022-02-14,0,2,131264,0,190,80,99,22.318538714579,226
2022-02-15,1,2,73275,0,194,39,34,16.979660227715645,206
2022-02-16,2,2,122274,0,215,50,47,27.19557093454703,248
2022-02-17,3,2,150776,0,130,99,42,22.864538663655683,223
2022-02-18,4,2,98447,0,289,86,128,20.05207912519809,231
2022-02-19,5,2,176394,0,127,68,126,38.816053270021534,105
2022-02-20,6,2,125703,0,222,62,132,26.099705358550757,179
2022-02-21,0,2,126090,0,55,88,117,19.36771480121964,50
2022-02-22,1,2,67260,0,212,47,47,19.966266317028477,215
2022-02-23,2,2,162581,0,159,85,61,22.01774356161485,198
2022-02-24,3,2,53812,0,63,86,118,39.98290670474282,70
2022-02-25,4,2,166148,0,288,77,80,21.70028751298993,302
2022-02-26,5,2,166421,0,121,71,142,23.220045114461342,96
2022-02-27,6,2,51605,0,238,56,83,31.483203199600034,229
2022-02-28,0,2,122303,0,192,81,50,22.349034410257456,233
2022-03-01,1,3,126125,0,103,71,100,20.395106276492335,113
2022-03-02,2,3,194990,0,76,61,29,18.965929666239965,75
2022-03-03,3,3,174040,0,62,55,27,22.817066625694807,90
2022-03-04,4,3,194118,0,290,54,78,17.647892240719337,315
2022-03-05,5,3,54324,0,208,52,49,15.466164660369571,212
2022-03-06,6,3,126323,0,294,86,39,35.11604243336693,375
2022-03-07,0,3,59111,0,297,81,67,18.447373560364415,274
2022-03-08,1,3,66389,0,212,60,149,34.399421245381056,146
2022-03-09,2,3,172177,0,109,93,56,34.9385619746665,129
2022-03-10,3,3,91427,0,55,62,148,28.447988158231077,50
2022-03-11,4,3,172883,0,246,31,119,22.742048957823783,171
2022-03-12,5,3,181189,0,263,47,73,18.625818343747213,260
2022-03-13,6,3,175808,0,107,76,141,33.420127668024975,101
2022-03-14,0,3,162221,0,98,62,44,30.034674649544648,107
2022-03-15,1,3,63234,0,200,64,28,31.3863364123391,240
2022-03-16,2,3,103441,0,266,80,53,15.216727246128276,282
2022-03-17,3,3,50846,0,211,47,62,38.18792539269562,235
2022-03-18,4,3,60954,0,75,59,93,16.657254686163757,90
2022-03-19,5,3,129239,0,96,73,113,24.17014712850014,92
2022-03-20,6,3,96514,0,54,82,41,25.067791241292504,100
2022-03-21,0,3,138236,1,267,39,89,15.033888112448722,321
2022-03-22,1,3,147579,0,69,81,149,27.427232733769927,74
2022-03-23,2,3,187541,1,183,78,113,33.82022486277525,241
2022-03-24,3,3,92101,0,247,40,51,35.5817163278693,237
2022-03-25,4,3,114323,0,108,95,125,36.98492483264711,168
2022-03-26,5,3,141922,0,241,87,20,27.192971707884237,338
2022-03-27,6,3,177534,0,291,65,91,30.76590476324126,319
2022-03-28,0,3,117584,0,195,62,69,16.98799283241247,238
2022-03-29,1,3,154537,0,181,76,34,27.200955607043745,246
2022-03-30,2,3,128477,0,66,42,72,18.870393871793382,77
2022-03-31,3,3,92533,0,298,69,27,24.241077940563038,342
2022-04-01,4,4,51828,0,63,97,93,23.232632821614985,94
2022-04-02,5,4,51917,0,255,71,65,25.588514431037705,234
2022-04-03,6,4,70618,0,62,48,88,29.290915449353314,55
2022-04-04,0,4,82254,0,184,48,133,37.571916176574895,168
2022-04-05,1,4,155292,0,177,87,142,24.862115783687635,167
2022-04-06,2,4,97362,0,93,52,136,39.52827989278877,50
2022-04-07,3,4,70128,0,168,83,62,33.975701201280074,188
2022-04-08,4,4,173781,0,192,94,39,27.78702616970958,261
2022-04-09,5,4,115545,1,68,41,40,31.1006609277986,125
2022-04-10,6,4,132180,0,112,53,101,17.555604278298613,96
2022-04-11,0,4,137958,0,284,63,76,36.11303828284137,300
2022-04-12,1,4,190937,0,288,82,93,29.558936376599146,296
2022-04-13,2,4,183291,0,285,37,117,39.65168700524005,221
2022-04-14,3,4,89809,0,212,47,129,30.910718593821226,180
2022-04-15,4,4,166748,1,130,86,134,35.85278958165813,188
2022-04-16,5,4,55287,0,212,34,61,34.994068569880994,232
2022-04-17,6,4,58512,1,196,55,87,23.63652878670672,252
2022-04-18,0,4,182414,0,197,59,89,21.49026563083029,165
2022-04-19,1,4,158872,0,149,83,97,25.76233958578775,152
2022-04-20,2,4,143070,0,212,42,109,26.68103361022093,159
2022-04-21,3,4,129767,0,209,58,130,21.002117548416095,150
2022-04-22,4,4,147829,0,171,32,131,37.3649468337743,77
2022-04-23,5,4,92078,0,225,87,122,28.563696557516153,208
2022-04-24,6,4,156288,0,93,31,38,39.461109803839236,79
2022-04-25,0,4,133524,0,153,57,89,35.25044445115658,156
2022-04-26,1,4,62219,0,201,31,82,28.89262150979865,175
2022-04-27,2,4,50235,0,110,36,94,38.676006953608976,97
2022-04-28,3,4,92929,0,174,55,123,27.621870377382677,172
2022-04-29,4,4,177309,0,194,45,94,37.17766281296676,217
2022-04-30,5,4,117444,0,120,52,147,23.953619529895136,50
2022-05-01,6,5,189639,0,156,69,75,24.46605958510235,148
2022-05-02,0,5,151834,0,99,89,41,25.453267074273278,179
2022-05-03,1,5,134555,0,114,61,108,28.66564114858115,127
2022-05-04,2,5,123698,1,148,44,38,28.8372567549706,269
2022-05-05,3,5,174450,0,81,42,45,27.409973041927106,107
2022-05-06,4,5,186487,0,213,34,42,22.650024339579186,233
2022-05-07,5,5,93925,0,190,81,66,38.18016161977077,191
2022-05-08,6,5,187023,0,247,70,32,29.714652433731356,294
2022-05-09,0,5,137388,0,107,82,85,25.193480404789874,139
2022-05-10,1,5,58007,0,177,79,92,31.279424018590454,190
2022-05-11,2,5,108596,0,191,44,96,34.199168945245134,145
2022-05-12,3,5,171101,0,214,36,50,39.018202205706075,226
2022-05-13,4,5,138861,0,161,69,104,27.488729056689564,118
2022-05-14,5,5,136740,0,256,57,78,17.802462758768968,269
2022-05-15,6,5,65524,0,288,61,60,26.01914503591353,326
2022-05-16,0,5,181149,0,117,44,131,26.974264036336784,66
2022-05-17,1,5,175501,0,89,99,115,37.42485195464185,111
